commission_id,booking_id,agent_id,commission_rate,commission_amount_cents
C00007226,B00007226,A0032,0.1,7700
C00007227,B00007227,A0021,0.1,7200
C00007228,B00007228,A0030,0.02,884
C00007229,B00007229,A0053,0.15,27180
C00007230,B00007230,A0043,0.1,3580
C00007231,B00007231,A0028,0.15,1965
C00007232,B00007232,A0025,0.15,2595
C00007233,B00007233,A0022,0.15,14850
C00007234,B00007234,A0032,0.02,822
C00007235,B00007235,A0052,0.02,21784
C00007236,B00007236,A0056,0.05,11130
C00007237,B00007237,A0007,0.05,11580
C00007238,B00007238,A0053,0.02,2388
C00007239,B00007239,A0030,0.03,2754
C00007240,B00007240,A0035,0.02,2424
C00007241,B00007241,A0037,0.02,4200
C00007242,B00007242,A0005,0.15,7680
C00007243,B00007243,A0057,0.1,7520
C00007244,B00007244,A0031,0.03,17745
C00007245,B00007245,A0047,0.02,10512
C00007246,B00007246,A0029,0.15,4980
C00007247,B00007247,A0031,0.15,12900
C00007248,B00007248,A0020,0.02,8118
C00007249,B00007249,A0008,0.15,75420
C00007250,B00007250,A0049,0.05,15435
C00007251,B00007251,A0057,0.02,1240
C00007252,B00007252,A0011,0.15,6660
C00007253,B00007253,A0003,0.02,3542
C00007254,B00007254,A0053,0.1,27000
C00007255,B00007255,A0025,0.1,10200
C00007256,B00007256,A0011,0.02,3744
C00007257,B00007257,A0022,0.02,1656
C00007258,B00007258,A0056,0.02,7840
C00007259,B00007259,A0035,0.02,2324
C00007260,B00007260,A0004,0.02,4888
C00007261,B00007261,A0050,0.15,7290
C00007262,B00007262,A0036,0.15,8040
C00007263,B00007263,A0020,0.05,16870
C00007264,B00007264,A0019,0.02,9878
C00007265,B00007265,A0041,0.02,3366
C00007266,B00007266,A0035,0.15,32855
C00007267,B00007267,A0050,0.02,2976
C00007268,B00007268,A0053,0.1,21660
C00007269,B00007269,A0022,0.05,6370
C00007270,B00007270,A0056,0.15,57525
C00007271,B00007271,A0010,0.02,3696
C00007272,B00007272,A0029,0.03,5550
C00007273,B00007273,A0009,0.02,2096
C00007274,B00007274,A0024,0.1,72450
C00007275,B00007275,A0013,0.05,7040
C00007276,B00007276,A0005,0.02,8796
C00007277,B00007277,A0047,0.02,2856
C00007278,B00007278,A0056,0.1,1800
C00007279,B00007279,A0037,0.02,2090
C00007280,B00007280,A0019,0.02,424
C00007281,B00007281,A0028,0.02,756
C00007282,B00007282,A0036,0.02,3770
C00007283,B00007283,A0029,0.1,7400
C00007284,B00007284,A0046,0.03,1737
C00007285,B00007285,A0002,0.05,11690
C00007286,B00007286,A0050,0.02,3480
C00007287,B00007287,A0051,0.1,2960
C00007288,B00007288,A0020,0.03,6732
C00007289,B00007289,A0021,0.02,4728
C00007290,B00007290,A0050,0.02,1038
C00007291,B00007291,A0033,0.05,925
C00007292,B00007292,A0027,0.15,15484
C00007293,B00007293,A0054,0.03,1122
C00007294,B00007294,A0015,0.03,480
C00007295,B00007295,A0060,0.15,14670
C00007296,B00007296,A0045,0.15,3000
C00007297,B00007297,A0026,0.02,10842
C00007298,B00007298,A0033,0.15,14700
C00007299,B00007299,A0029,0.05,31635
C00007300,B00007300,A0011,0.1,22440
C00007301,B00007301,A0054,0.1,21500
C00007302,B00007302,A0013,0.03,13644
C00007303,B00007303,A0060,0.03,3180
C00007304,B00007304,A0052,0.05,13930
C00007305,B00007305,A0013,0.02,2748
C00007306,B00007306,A0056,0.02,37996
C00007307,B00007307,A0058,0.1,9940
C00007308,B00007308,A0007,0.02,3020
C00007309,B00007309,A0002,0.02,5628
C00007310,B00007310,A0023,0.03,3339
C00007311,B00007311,A0044,0.15,29190
C00007312,B00007312,A0018,0.15,33435
C00007313,B00007313,A0060,0.05,7335
C00007314,B00007314,A0020,0.02,2616
C00007315,B00007315,A0013,0.15,33285
C00007316,B00007316,A0042,0.03,5247
C00007317,B00007317,A0036,0.02,282
C00007318,B00007318,A0001,0.03,2178
C00007319,B00007319,A0002,0.1,86880
C00007320,B00007320,A0020,0.03,10692
C00007321,B00007321,A0023,0.1,22380
C00007322,B00007322,A0007,0.03,1602
C00007323,B00007323,A0008,0.1,18320
C00007324,B00007324,A0033,0.03,5160
C00007325,B00007325,A0030,0.02,4540
C00007326,B00007326,A0051,0.15,21480
C00007327,B00007327,A0033,0.05,8640
C00007328,B00007328,A0032,0.05,8800
C00007329,B00007329,A0033,0.03,5712
C00007330,B00007330,A0008,0.02,3420
C00007331,B00007331,A0005,0.15,24150
C00007332,B00007332,A0010,0.05,14220
C00007333,B00007333,A0053,0.02,6680
C00007334,B00007334,A0052,0.15,9705
C00007335,B00007335,A0021,0.05,1705
C00007336,B00007336,A0030,0.15,21105
C00007337,B00007337,A0026,0.15,33525
C00007338,B00007338,A0051,0.02,4760
C00007339,B00007339,A0042,0.1,25040
C00007340,B00007340,A0024,0.03,2454
C00007341,B00007341,A0022,0.15,57960
C00007342,B00007342,A0033,0.1,9900
C00007343,B00007343,A0014,0.15,11025
C00007344,B00007344,A0043,0.1,12950
C00007345,B00007345,A0047,0.02,8480
C00007346,B00007346,A0033,0.02,2338
C00007347,B00007347,A0015,0.02,1660
C00007348,B00007348,A0050,0.02,3978
C00007349,B00007349,A0029,0.05,14160
C00007350,B00007350,A0008,0.15,127335
C00007351,B00007351,A0043,0.02,11752
C00007352,B00007352,A0035,0.1,27920
C00007353,B00007353,A0058,0.05,2760
C00007354,B00007354,A0058,0.15,10395
C00007355,B00007355,A0022,0.15,16170
C00007356,B00007356,A0041,0.15,28080
C00007357,B00007357,A0011,0.05,1860
C00007358,B00007358,A0020,0.05,17650
C00007359,B00007359,A0023,0.02,2688
C00007360,B00007360,A0038,0.02,1604
C00007361,B00007361,A0043,0.15,26220
C00007362,B00007362,A0002,0.03,6678
C00007363,B00007363,A0047,0.15,8100
C00007364,B00007364,A0034,0.15,48000
C00007365,B00007365,A0030,0.02,2808
C00007366,B00007366,A0013,0.15,24675
C00007367,B00007367,A0017,0.1,29040
C00007368,B00007368,A0043,0.1,23500
C00007369,B00007369,A0033,0.02,2868
C00007370,B00007370,A0006,0.05,1550
C00007371,B00007371,A0026,0.05,35130
C00007372,B00007372,A0028,0.1,45540
C00007373,B00007373,A0020,0.15,19320
C00007374,B00007374,A0016,0.15,6615
C00007375,B00007375,A0026,0.02,3220
C00007376,B00007376,A0054,0.15,10200
C00007377,B00007377,A0048,0.02,8640
C00007378,B00007378,A0020,0.15,42420
C00007379,B00007379,A0026,0.03,1674
C00007380,B00007380,A0040,0.1,26000
C00007381,B00007381,A0011,0.02,1610
C00007382,B00007382,A0036,0.02,444
C00007383,B00007383,A0045,0.05,9360
C00007384,B00007384,A0056,0.02,584
C00007385,B00007385,A0031,0.1,15960
C00007386,B00007386,A0004,0.1,16830
C00007387,B00007387,A0007,0.15,42630
C00007388,B00007388,A0006,0.15,50700
C00007389,B00007389,A0008,0.02,4884
C00007390,B00007390,A0052,0.02,3816
C00007391,B00007391,A0044,0.02,9262
C00007392,B00007392,A0010,0.15,18765
C00007393,B00007393,A0047,0.02,1800
C00007394,B00007394,A0006,0.1,1660
C00007395,B00007395,A0016,0.02,4188
C00007396,B00007396,A0036,0.05,6400
C00007397,B00007397,A0023,0.1,20850
C00007398,B00007398,A0050,0.03,3156
C00007399,B00007399,A0055,0.15,229500
C00007400,B00007400,A0033,0.05,28160
C00007401,B00007401,A0015,0.1,14100
C00007402,B00007402,A0009,0.02,4422
C00007403,B00007403,A0022,0.02,4728
C00007404,B00007404,A0033,0.02,1840
C00007405,B00007405,A0051,0.05,13585
C00007406,B00007406,A0041,0.05,14820
C00007407,B00007407,A0023,0.02,262
C00007408,B00007408,A0040,0.1,4360
C00007409,B00007409,A0032,0.03,2445
C00007410,B00007410,A0002,0.1,1800
C00007411,B00007411,A0058,0.05,10500
C00007412,B00007412,A0009,0.15,2475
C00007413,B00007413,A0045,0.1,17000
C00007414,B00007414,A0053,0.02,1320
C00007415,B00007415,A0016,0.15,3120
C00007416,B00007416,A0018,0.05,12880
C00007417,B00007417,A0036,0.02,3978
C00007418,B00007418,A0020,0.1,7420
C00007419,B00007419,A0057,0.15,43740
C00007420,B00007420,A0039,0.15,17850
C00007421,B00007421,A0047,0.02,3248
C00007422,B00007422,A0012,0.1,14490
C00007423,B00007423,A0043,0.1,23640
C00007424,B00007424,A0008,0.1,12460
C00007425,B00007425,A0020,0.02,4292
C00007426,B00007426,A0031,0.05,1210
C00007427,B00007427,A0023,0.15,14490
C00007428,B00007428,A0036,0.02,1264
C00007429,B00007429,A0001,0.15,41160
C00007430,B00007430,A0037,0.05,4510
C00007431,B00007431,A0044,0.05,3040
C00007432,B00007432,A0022,0.02,990
C00007433,B00007433,A0033,0.03,618
C00007434,B00007434,A0059,0.15,46080
C00007435,B00007435,A0054,0.05,7750
C00007436,B00007436,A0035,0.03,498
C00007437,B00007437,A0022,0.02,3500
C00007438,B00007438,A0038,0.1,16560
C00007439,B00007439,A0047,0.02,2160
C00007440,B00007440,A0015,0.1,16900
C00007441,B00007441,A0012,0.02,1568
C00007442,B00007442,A0052,0.02,4572
C00007443,B00007443,A0026,0.15,24480
C00007444,B00007444,A0037,0.02,13824
C00007445,B00007445,A0056,0.02,5124
C00007446,B00007446,A0057,0.02,5488
C00007447,B00007447,A0022,0.02,1968
C00007448,B00007448,A0060,0.15,2625
C00007449,B00007449,A0043,0.15,4800
C00007450,B00007450,A0053,0.03,2358
C00007451,B00007451,A0036,0.15,30615
C00007452,B00007452,A0021,0.02,2744
C00007453,B00007453,A0055,0.05,6840
C00007454,B00007454,A0043,0.02,1040
C00007455,B00007455,A0053,0.02,4712
C00007456,B00007456,A0026,0.03,1872
C00007457,B00007457,A0046,0.03,21720
C00007458,B00007458,A0046,0.15,67440
C00007459,B00007459,A0055,0.15,2670
C00007460,B00007460,A0029,0.1,25830
C00007461,B00007461,A0016,0.02,1422
C00007462,B00007462,A0034,0.05,13500
C00007463,B00007463,A0006,0.02,2148
C00007464,B00007464,A0056,0.15,17115
C00007465,B00007465,A0004,0.15,47391
C00007466,B00007466,A0024,0.15,11100
C00007467,B00007467,A0005,0.15,3930
C00007468,B00007468,A0058,0.03,3264
C00007469,B00007469,A0046,0.15,5280
C00007470,B00007470,A0060,0.15,2505
C00007471,B00007471,A0025,0.05,24255
C00007472,B00007472,A0026,0.1,21450
C00007473,B00007473,A0013,0.05,5970
C00007474,B00007474,A0051,0.1,21180
C00007475,B00007475,A0013,0.15,21000
C00007476,B00007476,A0033,0.02,1248
C00007477,B00007477,A0011,0.15,11520
C00007478,B00007478,A0010,0.15,188040
C00007479,B00007479,A0055,0.15,24150
C00007480,B00007480,A0001,0.02,12090
C00007481,B00007481,A0041,0.02,2814
C00007482,B00007482,A0026,0.15,60390
C00007483,B00007483,A0042,0.1,5580
C00007484,B00007484,A0052,0.05,4375
C00007485,B00007485,A0017,0.1,1930
C00007486,B00007486,A0045,0.05,9060
C00007487,B00007487,A0006,0.03,4530
C00007488,B00007488,A0025,0.02,7404
C00007489,B00007489,A0052,0.1,19800
C00007490,B00007490,A0004,0.02,3454
C00007491,B00007491,A0014,0.02,3454
C00007492,B00007492,A0009,0.15,40755
C00007493,B00007493,A0011,0.15,98670
C00007494,B00007494,A0004,0.05,10080
C00007495,B00007495,A0007,0.03,2355
C00007496,B00007496,A0026,0.15,123660
C00007497,B00007497,A0004,0.1,27720
C00007498,B00007498,A0042,0.15,185760
C00007499,B00007499,A0041,0.02,890
C00007500,B00007500,A0042,0.1,15200
C00007501,B00007501,A0019,0.1,43200
C00007502,B00007502,A0057,0.15,49350
C00007503,B00007503,A0001,0.02,1128
C00007504,B00007504,A0051,0.05,7975
C00007505,B00007505,A0054,0.15,16020
C00007506,B00007506,A0042,0.02,4816
C00007507,B00007507,A0018,0.03,8853
C00007508,B00007508,A0041,0.05,11280
C00007509,B00007509,A0024,0.05,2240
C00007510,B00007510,A0004,0.15,19170
C00007511,B00007511,A0001,0.05,8480
C00007512,B00007512,A0049,0.15,44940
C00007513,B00007513,A0003,0.1,68700
C00007514,B00007514,A0011,0.02,3960
C00007515,B00007515,A0046,0.15,70200
C00007516,B00007516,A0044,0.02,7686
C00007517,B00007517,A0011,0.15,27450
C00007518,B00007518,A0052,0.02,9744
C00007519,B00007519,A0049,0.1,8450
C00007520,B00007520,A0009,0.05,3380
C00007521,B00007521,A0052,0.02,2880
C00007522,B00007522,A0056,0.15,26640
C00007523,B00007523,A0030,0.02,868
C00007524,B00007524,A0010,0.05,975
C00007525,B00007525,A0005,0.02,28886
C00007526,B00007526,A0026,0.15,10485
C00007527,B00007527,A0039,0.05,5085
C00007528,B00007528,A0031,0.05,11605
C00007529,B00007529,A0001,0.02,2828
C00007530,B00007530,A0014,0.05,26390
C00007531,B00007531,A0054,0.15,55755
C00007532,B00007532,A0047,0.05,11600
C00007533,B00007533,A0039,0.02,9728
C00007534,B00007534,A0008,0.1,45600
C00007535,B00007535,A0004,0.02,828
C00007536,B00007536,A0033,0.1,21560
C00007537,B00007537,A0027,0.02,322
C00007538,B00007538,A0014,0.15,20580
C00007539,B00007539,A0056,0.02,3504
C00007540,B00007540,A0027,0.05,6075
C00007541,B00007541,A0021,0.15,136080
C00007542,B00007542,A0022,0.02,3432
C00007543,B00007543,A0025,0.15,23400
C00007544,B00007544,A0010,0.15,12450
C00007545,B00007545,A0017,0.03,714
C00007546,B00007546,A0011,0.1,19700
C00007547,B00007547,A0024,0.15,25515
C00007548,B00007548,A0055,0.1,40500
C00007549,B00007549,A0011,0.02,3872
C00007550,B00007550,A0030,0.15,1920
C00007551,B00007551,A0021,0.1,48000
C00007552,B00007552,A0003,0.1,9520
C00007553,B00007553,A0040,0.15,6810
C00007554,B00007554,A0011,0.02,2448
C00007555,B00007555,A0030,0.1,22110
C00007556,B00007556,A0048,0.15,84375
C00007557,B00007557,A0047,0.15,28800
C00007558,B00007558,A0026,0.02,5404
C00007559,B00007559,A0023,0.03,3006
C00007560,B00007560,A0046,0.02,4092
C00007561,B00007561,A0055,0.02,3588
C00007562,B00007562,A0003,0.1,5910
C00007563,B00007563,A0051,0.03,2709
C00007564,B00007564,A0007,0.03,3096
C00007565,B00007565,A0024,0.02,6266
C00007566,B00007566,A0047,0.02,4032
C00007567,B00007567,A0009,0.1,16199
C00007568,B00007568,A0021,0.15,34740
C00007569,B00007569,A0010,0.15,25245
C00007570,B00007570,A0059,0.15,20640
C00007571,B00007571,A0016,0.15,25950
C00007572,B00007572,A0014,0.02,1310
C00007573,B00007573,A0042,0.15,17550
C00007574,B00007574,A0021,0.02,3880
C00007575,B00007575,A0022,0.05,28935
C00007576,B00007576,A0013,0.03,6201
C00007577,B00007577,A0027,0.02,7678
C00007578,B00007578,A0001,0.05,14560
C00007579,B00007579,A0029,0.1,4460
C00007580,B00007580,A0048,0.1,16290
C00007581,B00007581,A0002,0.15,262080
C00007582,B00007582,A0023,0.15,19980
C00007583,B00007583,A0053,0.02,1360
C00007584,B00007584,A0024,0.05,3140
C00007585,B00007585,A0057,0.1,21840
C00007586,B00007586,A0050,0.03,5811
C00007587,B00007587,A0047,0.03,13860
C00007588,B00007588,A0025,0.02,3472
C00007589,B00007589,A0015,0.02,5784
C00007590,B00007590,A0014,0.02,5280
C00007591,B00007591,A0036,0.02,5096
C00007592,B00007592,A0003,0.1,12000
C00007593,B00007593,A0014,0.02,3024
C00007594,B00007594,A0045,0.02,4284
C00007595,B00007595,A0003,0.15,6570
C00007596,B00007596,A0017,0.05,42445
C00007597,B00007597,A0016,0.05,2100
C00007598,B00007598,A0033,0.02,2140
C00007599,B00007599,A0030,0.02,14660
C00007600,B00007600,A0039,0.03,5652
C00007601,B00007601,A0049,0.02,5894
C00007602,B00007602,A0048,0.05,11580
C00007603,B00007603,A0038,0.1,18760
C00007604,B00007604,A0043,0.15,45240
C00007605,B00007605,A0016,0.03,1086
C00007606,B00007606,A0033,0.02,3024
C00007607,B00007607,A0053,0.05,20160
C00007608,B00007608,A0020,0.1,2170
C00007609,B00007609,A0046,0.15,201900
C00007610,B00007610,A0060,0.05,2205
C00007611,B00007611,A0043,0.15,23490
C00007612,B00007612,A0044,0.03,5064
C00007613,B00007613,A0026,0.1,3340
C00007614,B00007614,A0011,0.15,17880
C00007615,B00007615,A0059,0.15,13200
C00007616,B00007616,A0001,0.15,25440
C00007617,B00007617,A0042,0.1,14400
C00007618,B00007618,A0015,0.02,8996
C00007619,B00007619,A0005,0.05,7155
C00007620,B00007620,A0052,0.02,1152
C00007621,B00007621,A0055,0.05,9680
C00007622,B00007622,A0016,0.02,700
C00007623,B00007623,A0023,0.1,9250
C00007624,B00007624,A0001,0.02,840
C00007625,B00007625,A0015,0.05,10500
C00007626,B00007626,A0054,0.15,108030
C00007627,B00007627,A0038,0.05,2115
C00007628,B00007628,A0057,0.02,3696
C00007629,B00007629,A0053,0.15,2835
C00007630,B00007630,A0003,0.1,26880
C00007631,B00007631,A0008,0.15,30960
C00007632,B00007632,A0003,0.02,3848
C00007633,B00007633,A0043,0.15,104910
C00007634,B00007634,A0018,0.02,1890
C00007635,B00007635,A0035,0.15,10260
C00007636,B00007636,A0014,0.1,4650
C00007637,B00007637,A0033,0.03,14868
C00007638,B00007638,A0026,0.02,4992
C00007639,B00007639,A0039,0.02,5876
C00007640,B00007640,A0025,0.15,23400
C00007641,B00007641,A0036,0.15,43485
C00007642,B00007642,A0054,0.1,5600
C00007643,B00007643,A0027,0.05,9000
C00007644,B00007644,A0039,0.1,1320
C00007645,B00007645,A0031,0.15,21735
C00007646,B00007646,A0059,0.02,966
C00007647,B00007647,A0003,0.15,23880
C00007648,B00007648,A0049,0.03,15750
C00007649,B00007649,A0020,0.15,5610
C00007650,B00007650,A0006,0.03,2808
C00007651,B00007651,A0009,0.02,1002
C00007652,B00007652,A0038,0.15,15930
C00007653,B00007653,A0025,0.1,8460
C00007654,B00007654,A0005,0.05,6125
C00007655,B00007655,A0051,0.02,7920
C00007656,B00007656,A0016,0.05,8525
C00007657,B00007657,A0025,0.15,13620
C00007658,B00007658,A0058,0.02,392
C00007659,B00007659,A0047,0.02,758
C00007660,B00007660,A0020,0.15,55440
C00007661,B00007661,A0035,0.15,11700
C00007662,B00007662,A0054,0.02,728
C00007663,B00007663,A0056,0.02,1660
C00007664,B00007664,A0037,0.03,6390
C00007665,B00007665,A0048,0.1,23140
C00007666,B00007666,A0010,0.02,1720
C00007667,B00007667,A0050,0.15,31320
C00007668,B00007668,A0013,0.15,14625
C00007669,B00007669,A0048,0.1,81600
C00007670,B00007670,A0016,0.03,630
C00007671,B00007671,A0039,0.03,24372
C00007672,B00007672,A0023,0.15,24300
C00007673,B00007673,A0011,0.03,6513
C00007674,B00007674,A0001,0.05,16730
C00007675,B00007675,A0028,0.02,306
C00007676,B00007676,A0003,0.05,4995
C00007677,B00007677,A0055,0.05,20865
C00007678,B00007678,A0046,0.1,4440
C00007679,B00007679,A0021,0.05,1525
C00007680,B00007680,A0006,0.15,2160
C00007681,B00007681,A0006,0.1,33384
C00007682,B00007682,A0057,0.05,14625
C00007683,B00007683,A0052,0.15,7680
C00007684,B00007684,A0028,0.15,51570
C00007685,B00007685,A0057,0.15,27300
C00007686,B00007686,A0054,0.15,10170
C00007687,B00007687,A0039,0.03,16686
C00007688,B00007688,A0026,0.05,8440
C00007689,B00007689,A0060,0.02,3258
C00007690,B00007690,A0035,0.1,74280
C00007691,B00007691,A0047,0.15,15540
C00007692,B00007692,A0024,0.15,75855
C00007693,B00007693,A0001,0.02,4480
C00007694,B00007694,A0058,0.02,5196
C00007695,B00007695,A0035,0.15,43365
C00007696,B00007696,A0053,0.1,8550
C00007697,B00007697,A0019,0.15,28350
C00007698,B00007698,A0037,0.03,4716
C00007699,B00007699,A0054,0.15,14025
C00007700,B00007700,A0043,0.05,25020
C00007701,B00007701,A0044,0.03,1356
C00007702,B00007702,A0019,0.02,2688
C00007703,B00007703,A0049,0.03,7356
C00007704,B00007704,A0044,0.02,1946
C00007705,B00007705,A0006,0.1,35600
C00007706,B00007706,A0020,0.1,15600
C00007707,B00007707,A0012,0.02,768
C00007708,B00007708,A0027,0.15,11760
C00007709,B00007709,A0016,0.05,9780
C00007710,B00007710,A0050,0.03,2112
C00007711,B00007711,A0046,0.15,31725
C00007712,B00007712,A0015,0.02,836
C00007713,B00007713,A0053,0.02,1344
C00007714,B00007714,A0037,0.02,1908
C00007715,B00007715,A0014,0.03,7722
C00007716,B00007716,A0021,0.02,3168
C00007717,B00007717,A0039,0.15,9540
C00007718,B00007718,A0047,0.03,5724
C00007719,B00007719,A0010,0.03,5370
C00007720,B00007720,A0060,0.02,2506
C00007721,B00007721,A0030,0.15,4080
C00007722,B00007722,A0012,0.05,42575
C00007723,B00007723,A0002,0.15,5730
C00007724,B00007724,A0002,0.15,11400
C00007725,B00007725,A0046,0.1,14840
C00007726,B00007726,A0052,0.15,29040
C00007727,B00007727,A0034,0.02,4730
C00007728,B00007728,A0021,0.03,1638
C00007729,B00007729,A0005,0.02,12582
C00007730,B00007730,A0035,0.1,15330
C00007731,B00007731,A0022,0.15,11700
C00007732,B00007732,A0010,0.15,99300
C00007733,B00007733,A0010,0.02,3380
C00007734,B00007734,A0027,0.02,1944
C00007735,B00007735,A0044,0.05,4750
C00007736,B00007736,A0013,0.05,7560
C00007737,B00007737,A0032,0.02,5324
C00007738,B00007738,A0024,0.15,4980
C00007739,B00007739,A0032,0.02,17328
C00007740,B00007740,A0046,0.15,5610
C00007741,B00007741,A0031,0.15,18960
C00007742,B00007742,A0008,0.15,28500
C00007743,B00007743,A0046,0.1,10050
C00007744,B00007744,A0009,0.15,5670
C00007745,B00007745,A0045,0.05,3440
C00007746,B00007746,A0014,0.15,4290
C00007747,B00007747,A0024,0.1,17800
C00007748,B00007748,A0008,0.05,8760
C00007749,B00007749,A0028,0.05,13200
C00007750,B00007750,A0050,0.15,22140
C00007751,B00007751,A0044,0.1,4660
C00007752,B00007752,A0018,0.03,5460
C00007753,B00007753,A0045,0.1,68200
C00007754,B00007754,A0059,0.15,30855
C00007755,B00007755,A0013,0.02,2720
C00007756,B00007756,A0037,0.02,17976
C00007757,B00007757,A0004,0.15,14520
C00007758,B00007758,A0038,0.1,6330
C00007759,B00007759,A0053,0.1,13440
C00007760,B00007760,A0039,0.1,1550
C00007761,B00007761,A0035,0.02,1660
C00007762,B00007762,A0038,0.05,4300
C00007763,B00007763,A0048,0.15,32970
C00007764,B00007764,A0042,0.15,30240
C00007765,B00007765,A0059,0.02,1242
C00007766,B00007766,A0024,0.03,5724
C00007767,B00007767,A0054,0.15,16680
C00007768,B00007768,A0016,0.02,1544
C00007769,B00007769,A0041,0.1,4000
C00007770,B00007770,A0043,0.02,22372
C00007771,B00007771,A0037,0.05,1620
C00007772,B00007772,A0055,0.02,2736
C00007773,B00007773,A0058,0.05,5070
C00007774,B00007774,A0023,0.02,684
C00007775,B00007775,A0041,0.03,5304
C00007776,B00007776,A0032,0.02,2254
C00007777,B00007777,A0044,0.02,5124
C00007778,B00007778,A0009,0.05,3540
C00007779,B00007779,A0044,0.02,4788
C00007780,B00007780,A0026,0.02,5432
C00007781,B00007781,A0042,0.15,18270
C00007782,B00007782,A0014,0.05,8550
C00007783,B00007783,A0040,0.15,5190
C00007784,B00007784,A0018,0.02,5360
C00007785,B00007785,A0008,0.15,3540
C00007786,B00007786,A0036,0.02,2544
C00007787,B00007787,A0013,0.1,39150
C00007788,B00007788,A0043,0.15,11700
C00007789,B00007789,A0005,0.02,11778
C00007790,B00007790,A0051,0.05,6230
C00007791,B00007791,A0005,0.15,109980
C00007792,B00007792,A0010,0.02,6160
C00007793,B00007793,A0010,0.02,5765
C00007794,B00007794,A0042,0.05,1970
C00007795,B00007795,A0022,0.02,3546
C00007796,B00007796,A0034,0.03,5400
C00007797,B00007797,A0058,0.02,8424
C00007798,B00007798,A0037,0.15,14595
C00007799,B00007799,A0026,0.05,18320
C00007800,B00007800,A0005,0.03,14940
C00007801,B00007801,A0054,0.05,33150
C00007802,B00007802,A0036,0.15,27900
C00007803,B00007803,A0006,0.15,12510
C00007804,B00007804,A0012,0.15,24030
C00007805,B00007805,A0019,0.15,43020
C00007806,B00007806,A0054,0.15,35391
C00007807,B00007807,A0022,0.1,22200
C00007808,B00007808,A0012,0.02,12124
C00007809,B00007809,A0016,0.02,5214
C00007810,B00007810,A0024,0.03,4392
C00007811,B00007811,A0060,0.02,2408
C00007812,B00007812,A0033,0.05,8800
C00007813,B00007813,A0030,0.15,42840
C00007814,B00007814,A0032,0.1,14100
C00007815,B00007815,A0015,0.15,61440
C00007816,B00007816,A0035,0.05,2505
C00007817,B00007817,A0041,0.15,38805
C00007818,B00007818,A0047,0.02,1890
C00007819,B00007819,A0016,0.15,45570
C00007820,B00007820,A0003,0.03,17364
C00007821,B00007821,A0011,0.15,17100
C00007822,B00007822,A0038,0.05,53200
C00007823,B00007823,A0040,0.02,4330
C00007824,B00007824,A0038,0.05,9515
C00007825,B00007825,A0033,0.03,10584
C00007826,B00007826,A0036,0.05,25130
C00007827,B00007827,A0036,0.02,4680
C00007828,B00007828,A0055,0.05,22880
C00007829,B00007829,A0060,0.1,23800
C00007830,B00007830,A0044,0.15,65160
C00007831,B00007831,A0003,0.02,1444
C00007832,B00007832,A0042,0.15,20970
C00007833,B00007833,A0036,0.02,3564
C00007834,B00007834,A0036,0.1,21000
C00007835,B00007835,A0002,0.05,13300
C00007836,B00007836,A0049,0.05,73140
C00007837,B00007837,A0059,0.02,3800
C00007838,B00007838,A0055,0.15,98280
C00007839,B00007839,A0053,0.15,13320
C00007840,B00007840,A0043,0.15,31185
C00007841,B00007841,A0041,0.1,26300
C00007842,B00007842,A0026,0.02,8544
C00007843,B00007843,A0047,0.02,2212
C00007844,B00007844,A0014,0.02,4032
C00007845,B00007845,A0053,0.15,21120
C00007846,B00007846,A0045,0.15,6030
C00007847,B00007847,A0020,0.02,2730
C00007848,B00007848,A0036,0.05,18150
C00007849,B00007849,A0059,0.02,2050
C00007850,B00007850,A0045,0.05,3450
C00007851,B00007851,A0037,0.15,47520
C00007852,B00007852,A0017,0.15,14490
C00007853,B00007853,A0016,0.03,6768
C00007854,B00007854,A0044,0.03,7518
C00007855,B00007855,A0030,0.15,21480
C00007856,B00007856,A0034,0.02,6732
C00007857,B00007857,A0045,0.03,2340
C00007858,B00007858,A0014,0.15,18840
C00007859,B00007859,A0028,0.02,5348
C00007860,B00007860,A0014,0.02,4272
C00007861,B00007861,A0035,0.15,41145
C00007862,B00007862,A0024,0.02,4320
C00007863,B00007863,A0021,0.02,7150
C00007864,B00007864,A0047,0.02,4550
C00007865,B00007865,A0041,0.15,16020
C00007866,B00007866,A0020,0.05,16940
C00007867,B00007867,A0044,0.15,29400
C00007868,B00007868,A0048,0.15,33600
C00007869,B00007869,A0004,0.1,16560
C00007870,B00007870,A0028,0.15,20055
C00007871,B00007871,A0037,0.02,4824
C00007872,B00007872,A0011,0.1,26260
C00007873,B00007873,A0055,0.02,1158
C00007874,B00007874,A0045,0.02,3312
C00007875,B00007875,A0006,0.15,50760
C00007876,B00007876,A0019,0.15,5250
C00007877,B00007877,A0032,0.15,27360
C00007878,B00007878,A0007,0.02,1128
C00007879,B00007879,A0031,0.03,6636
C00007880,B00007880,A0040,0.15,34380
C00007881,B00007881,A0031,0.15,37980
C00007882,B00007882,A0013,0.02,2028
C00007883,B00007883,A0042,0.15,265980
C00007884,B00007884,A0029,0.02,1014
C00007885,B00007885,A0027,0.1,3320
C00007886,B00007886,A0032,0.1,59840
C00007887,B00007887,A0031,0.02,3504
C00007888,B00007888,A0005,0.1,2100
C00007889,B00007889,A0015,0.1,19400
C00007890,B00007890,A0052,0.15,2970
C00007891,B00007891,A0059,0.03,15498
