payment_id,booking_id,payment_date,amount_cents,payment_method,payment_status
P00008505,B00007690,2024-05-10,742800,Credit Card,settled
P00008506,B00007691,2024-10-23,103600,Bank Transfer,settled
P00008507,B00007692,2025-09-05,505700,Credit Card,settled
P00008508,B00007693,2025-04-09,224000,Debit Card,settled
P00008509,B00007694,2025-05-28,259800,Points,settled
P00008510,B00007695,2025-10-26,289100,Bank Transfer,settled
P00008511,B00007696,2024-02-17,85500,Credit Card,settled
P00008512,B00007697,2024-09-20,189000,Points,settled
P00008513,B00007698,2025-01-03,157200,Bank Transfer,settled
P00008514,B00007699,2025-11-25,93500,Credit Card,settled
P00008515,B00007700,2024-11-15,500400,Credit Card,settled
P00008516,B00007701,2025-07-28,45200,Bank Transfer,settled
P00008517,B00007702,2026-02-27,134400,Debit Card,settled
P00008518,B00007703,2026-01-26,245200,Points,settled
P00008519,B00007704,2025-02-24,97300,Debit Card,settled
P00008520,B00007705,2024-07-30,262807,Points,settled
P00008521,B00007705,2024-07-31,93193,Bank Transfer,pending
P00008522,B00007706,2024-06-17,156000,Points,settled
P00008523,B00007707,2024-05-08,38400,Debit Card,settled
P00008524,B00007708,2025-07-30,78400,Points,settled
P00008525,B00007709,2024-02-13,195600,Credit Card,settled
P00008526,B00007710,2024-08-01,70400,Points,settled
P00008527,B00007711,2024-08-29,121164,Debit Card,settled
P00008528,B00007711,2024-08-06,90336,Points,pending
P00008529,B00007712,2024-11-01,41800,Bank Transfer,settled
P00008530,B00007713,2024-08-06,67200,Debit Card,settled
P00008531,B00007714,2025-12-07,95400,Debit Card,settled
P00008532,B00007715,2025-09-06,257400,Bank Transfer,settled
P00008533,B00007716,2025-07-13,158400,Debit Card,settled
P00008534,B00007717,2024-08-04,63600,Points,settled
P00008535,B00007718,2025-07-18,190800,Credit Card,settled
P00008536,B00007719,2024-10-29,179000,Debit Card,settled
P00008537,B00007720,2024-06-22,125300,Points,settled
P00008538,B00007721,2024-04-28,27200,Points,settled
P00008539,B00007722,2024-03-23,851500,Points,settled
P00008540,B00007723,2024-08-23,38200,Points,settled
P00008541,B00007724,2024-05-19,78769,Credit Card,settled
P00008542,B00007725,2024-06-28,148400,Points,settled
P00008543,B00007727,2025-12-05,236500,Credit Card,settled
P00008544,B00007728,2024-12-01,54600,Debit Card,settled
P00008545,B00007729,2025-10-03,629100,Credit Card,settled
P00008546,B00007729,2025-11-10,-154613,Debit Card,refunded
P00008547,B00007730,2024-04-18,153300,Bank Transfer,settled
P00008548,B00007731,2025-08-29,78000,Debit Card,settled
P00008549,B00007732,2024-07-21,662000,Credit Card,settled
P00008550,B00007733,2025-03-03,169000,Bank Transfer,settled
P00008551,B00007733,2025-05-02,-169000,Points,refunded
P00008552,B00007734,2026-04-01,97200,Credit Card,settled
P00008553,B00007735,2026-01-15,95000,Points,settled
P00008554,B00007736,2024-04-30,151200,Bank Transfer,settled
P00008555,B00007737,2026-02-21,266200,Credit Card,settled
P00008556,B00007738,2024-06-02,33200,Credit Card,settled
P00008557,B00007739,2024-08-10,866400,Credit Card,settled
P00008558,B00007740,2025-05-04,37400,Debit Card,settled
P00008559,B00007741,2024-12-20,126400,Bank Transfer,settled
P00008560,B00007742,2024-11-20,190000,Points,settled
P00008561,B00007743,2024-08-14,100500,Bank Transfer,settled
P00008562,B00007744,2024-04-18,37800,Bank Transfer,settled
P00008563,B00007745,2025-02-08,68800,Points,settled
P00008564,B00007746,2025-01-18,28600,Points,settled
P00008565,B00007747,2025-08-09,178000,Credit Card,settled
P00008566,B00007748,2024-09-18,175200,Bank Transfer,settled
P00008567,B00007749,2024-07-20,264000,Credit Card,settled
P00008568,B00007750,2025-01-14,147600,Credit Card,settled
P00008569,B00007751,2025-02-27,46600,Credit Card,settled
P00008570,B00007752,2025-07-19,182000,Points,settled
P00008571,B00007753,2024-11-27,682000,Points,settled
P00008572,B00007754,2025-01-13,205700,Bank Transfer,settled
P00008573,B00007755,2025-12-25,136000,Debit Card,settled
P00008574,B00007756,2024-10-04,898800,Bank Transfer,settled
P00008575,B00007757,2024-06-01,96800,Points,settled
P00008576,B00007758,2025-08-13,63300,Bank Transfer,settled
P00008577,B00007759,2025-12-16,134400,Bank Transfer,settled
P00008578,B00007760,2025-09-09,15500,Debit Card,settled
P00008579,B00007761,2025-08-18,83000,Bank Transfer,settled
P00008580,B00007762,2024-01-20,86000,Debit Card,settled
P00008581,B00007763,2025-03-23,219800,Points,settled
P00008582,B00007764,2024-11-04,201600,Bank Transfer,settled
P00008583,B00007765,2025-12-24,62100,Bank Transfer,settled
P00008584,B00007766,2024-10-24,190800,Points,settled
P00008585,B00007767,2025-11-13,111200,Points,settled
P00008586,B00007768,2025-10-02,52391,Debit Card,settled
P00008587,B00007768,2025-09-28,24809,Bank Transfer,pending
P00008588,B00007769,2025-01-10,40000,Debit Card,settled
P00008589,B00007770,2025-08-14,1118600,Points,settled
P00008590,B00007771,2025-05-19,32400,Bank Transfer,settled
P00008591,B00007772,2024-09-05,136800,Points,settled
P00008592,B00007773,2025-04-28,65272,Debit Card,settled
P00008593,B00007773,2025-04-30,36128,Points,pending
P00008594,B00007774,2025-07-20,34200,Credit Card,settled
P00008595,B00007775,2024-02-26,176800,Debit Card,settled
P00008596,B00007776,2025-01-01,112700,Bank Transfer,settled
P00008597,B00007777,2024-05-26,256200,Debit Card,settled
P00008598,B00007778,2024-05-18,70800,Debit Card,settled
P00008599,B00007779,2025-08-12,239400,Bank Transfer,settled
P00008600,B00007780,2024-12-09,271600,Points,settled
P00008601,B00007781,2025-03-18,121800,Bank Transfer,settled
P00008602,B00007782,2025-11-15,171000,Bank Transfer,settled
P00008603,B00007783,2025-08-16,34600,Bank Transfer,settled
P00008604,B00007784,2024-03-30,217800,Debit Card,settled
P00008605,B00007785,2025-06-16,23600,Bank Transfer,settled
P00008606,B00007785,2025-07-22,-23600,Points,refunded
P00008607,B00007786,2024-05-29,127200,Points,settled
P00008608,B00007787,2024-09-30,391500,Debit Card,settled
P00008609,B00007788,2025-04-02,78000,Credit Card,settled
P00008610,B00007789,2025-12-05,588900,Bank Transfer,settled
P00008611,B00007790,2025-01-12,124600,Debit Card,settled
P00008612,B00007791,2024-04-16,733200,Points,settled
P00008613,B00007792,2026-01-05,308000,Debit Card,settled
P00008614,B00007792,2026-02-07,-308000,Credit Card,refunded
P00008615,B00007793,2025-07-03,207000,Credit Card,settled
P00008616,B00007794,2024-10-21,39400,Points,settled
P00008617,B00007796,2026-03-08,180000,Points,settled
P00008618,B00007797,2024-09-26,421200,Debit Card,settled
P00008619,B00007798,2026-01-25,97300,Credit Card,settled
P00008620,B00007799,2025-01-01,366400,Debit Card,settled
P00008621,B00007800,2024-07-13,498000,Bank Transfer,settled
P00008622,B00007801,2024-03-31,663000,Bank Transfer,settled
P00008623,B00007801,2024-04-29,-663000,Debit Card,refunded
P00008624,B00007802,2026-01-15,186000,Points,settled
P00008625,B00007803,2025-12-04,83400,Bank Transfer,settled
P00008626,B00007804,2025-11-29,160200,Points,settled
P00008627,B00007805,2025-07-10,286800,Points,settled
P00008628,B00007806,2025-06-24,191400,Debit Card,settled
P00008629,B00007807,2025-10-05,222000,Debit Card,settled
P00008630,B00007808,2024-07-06,606200,Bank Transfer,settled
P00008631,B00007809,2026-03-03,260700,Credit Card,settled
P00008632,B00007810,2026-04-08,146400,Credit Card,settled
P00008633,B00007811,2025-11-28,120400,Points,settled
P00008634,B00007812,2024-04-18,176000,Debit Card,settled
P00008635,B00007813,2024-11-18,285600,Debit Card,settled
P00008636,B00007814,2025-09-11,141000,Credit Card,settled
P00008637,B00007815,2025-12-26,409600,Bank Transfer,settled
P00008638,B00007816,2025-03-07,52285,Credit Card,settled
P00008639,B00007817,2025-06-30,258700,Points,settled
P00008640,B00007819,2025-12-13,303800,Credit Card,settled
P00008641,B00007820,2024-08-06,578800,Debit Card,settled
P00008642,B00007821,2025-07-04,114000,Debit Card,settled
P00008643,B00007822,2024-05-17,1064000,Credit Card,settled
P00008644,B00007823,2025-01-25,216500,Bank Transfer,settled
P00008645,B00007824,2024-08-27,190300,Debit Card,settled
P00008646,B00007825,2024-10-23,352800,Credit Card,settled
P00008647,B00007826,2025-07-13,502600,Points,settled
P00008648,B00007827,2024-05-01,234000,Points,settled
P00008649,B00007828,2025-01-17,457600,Credit Card,settled
P00008650,B00007829,2025-07-27,238000,Bank Transfer,settled
P00008651,B00007830,2024-05-14,434400,Credit Card,settled
P00008652,B00007831,2025-10-19,72200,Credit Card,settled
P00008653,B00007832,2025-09-06,139800,Credit Card,settled
P00008654,B00007832,2025-09-30,-139800,Points,refunded
P00008655,B00007833,2025-12-19,178200,Points,settled
P00008656,B00007834,2025-11-16,212215,Points,settled
P00008657,B00007835,2025-09-12,266000,Debit Card,settled
P00008658,B00007836,2024-08-02,1462800,Points,settled
P00008659,B00007837,2024-12-23,190000,Points,settled
P00008660,B00007838,2025-02-19,655200,Credit Card,settled
P00008661,B00007839,2024-09-16,88800,Debit Card,settled
P00008662,B00007840,2024-06-26,207900,Debit Card,settled
P00008663,B00007841,2025-02-09,263000,Credit Card,settled
P00008664,B00007842,2025-08-25,427200,Debit Card,settled
P00008665,B00007843,2025-03-26,110600,Debit Card,settled
P00008666,B00007843,2025-05-11,-110600,Points,refunded
P00008667,B00007845,2025-09-26,140800,Points,settled
P00008668,B00007846,2026-04-01,40200,Bank Transfer,settled
P00008669,B00007847,2026-01-13,136500,Credit Card,settled
P00008670,B00007848,2024-06-06,363000,Bank Transfer,settled
P00008671,B00007848,2024-06-28,-363000,Bank Transfer,refunded
P00008672,B00007849,2026-03-09,102500,Points,settled
P00008673,B00007850,2025-04-12,69000,Points,settled
P00008674,B00007852,2025-06-24,96600,Debit Card,settled
P00008675,B00007853,2025-12-17,225600,Credit Card,settled
P00008676,B00007854,2025-08-12,250600,Bank Transfer,settled
P00008677,B00007855,2025-12-08,143200,Credit Card,settled
P00008678,B00007855,2026-01-04,-143200,Points,refunded
P00008679,B00007856,2025-10-06,336600,Credit Card,settled
P00008680,B00007856,2025-11-25,-336600,Bank Transfer,refunded
P00008681,B00007857,2024-07-13,78000,Debit Card,settled
P00008682,B00007858,2024-05-19,125600,Credit Card,settled
P00008683,B00007859,2024-06-15,267400,Points,settled
P00008684,B00007861,2025-03-07,274300,Bank Transfer,settled
P00008685,B00007862,2024-09-10,216000,Credit Card,settled
P00008686,B00007863,2025-09-03,357500,Debit Card,settled
P00008687,B00007864,2025-08-28,227500,Credit Card,settled
P00008688,B00007865,2024-10-13,106800,Debit Card,settled
P00008689,B00007866,2025-01-13,338800,Debit Card,settled
P00008690,B00007867,2024-06-15,196000,Debit Card,settled
P00008691,B00007868,2026-02-08,224000,Bank Transfer,settled
P00008692,B00007869,2025-10-30,165600,Debit Card,settled
P00008693,B00007870,2024-04-16,133700,Credit Card,settled
P00008694,B00007871,2024-10-28,243855,Credit Card,settled
P00008695,B00007872,2026-02-04,194229,Credit Card,settled
P00008696,B00007872,2026-01-09,68371,Points,pending
P00008697,B00007873,2025-07-30,57900,Bank Transfer,settled
P00008698,B00007874,2024-09-10,165600,Debit Card,settled
P00008699,B00007875,2026-01-26,163061,Bank Transfer,settled
P00008700,B00007875,2026-01-06,175339,Points,pending
P00008701,B00007876,2025-04-06,35000,Points,settled
P00008702,B00007877,2024-08-16,182400,Debit Card,settled
P00008703,B00007878,2025-05-21,56400,Bank Transfer,settled
P00008704,B00007879,2025-07-28,221200,Credit Card,settled
P00008705,B00007880,2025-12-28,229200,Points,settled
P00008706,B00007881,2025-04-02,253200,Bank Transfer,settled
P00008707,B00007881,2025-04-29,-253200,Points,refunded
P00008708,B00007882,2024-10-12,101400,Points,settled
P00008709,B00007883,2026-01-22,1773200,Bank Transfer,settled
P00008710,B00007883,2026-03-14,-1773200,Debit Card,refunded
P00008711,B00007884,2024-03-08,50700,Points,settled
P00008712,B00007885,2024-08-25,33200,Debit Card,settled
P00008713,B00007886,2025-07-11,598400,Credit Card,settled
P00008714,B00007886,2025-08-12,-598400,Credit Card,refunded
P00008715,B00007887,2025-10-18,139918,Debit Card,settled
P00008716,B00007887,2025-11-10,35282,Debit Card,pending
P00008717,B00007888,2024-03-22,21000,Debit Card,settled
P00008718,B00007888,2024-04-21,-21000,Credit Card,refunded
P00008719,B00007889,2024-06-21,194000,Bank Transfer,settled
P00008720,B00007889,2024-07-11,-57693,Points,refunded
P00008721,B00007890,2024-12-14,19800,Debit Card,settled
P00008722,B00007891,2025-01-06,516600,Bank Transfer,settled
P00008723,B00007892,2024-07-08,366500,Credit Card,settled
P00008724,B00007893,2024-05-01,180766,Points,settled
P00008725,B00007893,2024-04-26,237634,Credit Card,pending
P00008726,B00007894,2025-06-06,20900,Points,settled
P00008727,B00007896,2025-01-19,75600,Bank Transfer,settled
P00008728,B00007897,2026-02-13,236600,Debit Card,settled
P00008729,B00007898,2025-07-20,83000,Credit Card,settled
P00008730,B00007899,2024-04-20,29600,Points,settled
P00008731,B00007899,2024-06-07,-29600,Points,refunded
P00008732,B00007900,2025-05-15,201600,Debit Card,settled
P00008733,B00007901,2024-08-23,128000,Credit Card,settled
P00008734,B00007901,2024-09-18,-32051,Points,refunded
P00008735,B00007902,2025-10-17,96000,Debit Card,settled
P00008736,B00007903,2025-11-14,274400,Credit Card,settled
P00008737,B00007904,2025-12-04,58400,Points,settled
P00008738,B00007905,2026-02-04,137987,Debit Card,settled
P00008739,B00007906,2025-11-11,100000,Points,settled
P00008740,B00007907,2025-02-06,187000,Bank Transfer,settled
P00008741,B00007908,2024-07-18,35600,Points,settled
P00008742,B00007909,2025-07-11,108600,Debit Card,settled
P00008743,B00007910,2025-07-31,161600,Points,settled
P00008744,B00007911,2025-07-31,268100,Bank Transfer,settled
P00008745,B00007912,2024-12-07,457000,Credit Card,settled
P00008746,B00007913,2025-05-19,104300,Points,settled
P00008747,B00007914,2024-04-18,116500,Credit Card,settled
P00008748,B00007915,2025-07-13,221400,Credit Card,settled
P00008749,B00007916,2025-09-28,85500,Points,settled
P00008750,B00007917,2024-05-07,51500,Bank Transfer,settled
P00008751,B00007918,2024-10-29,304200,Credit Card,settled
P00008752,B00007919,2025-08-11,132300,Points,settled
P00008753,B00007919,2025-09-10,-132300,Bank Transfer,refunded
P00008754,B00007920,2025-03-07,48922,Debit Card,settled
P00008755,B00007920,2025-02-23,23678,Debit Card,pending
P00008756,B00007921,2024-02-11,228900,Credit Card,settled
P00008757,B00007921,2024-03-19,-228900,Debit Card,refunded
P00008758,B00007922,2024-09-05,37600,Bank Transfer,settled
P00008759,B00007923,2025-05-19,194700,Credit Card,settled
P00008760,B00007924,2024-10-13,114000,Credit Card,settled
P00008761,B00007925,2024-02-20,296000,Points,settled
P00008762,B00007926,2024-09-14,173800,Points,settled
P00008763,B00007927,2025-03-10,15400,Bank Transfer,settled
P00008764,B00007927,2025-03-19,-15400,Bank Transfer,refunded
P00008765,B00007928,2025-06-12,251300,Credit Card,settled
P00008766,B00007929,2026-01-02,399100,Debit Card,settled
P00008767,B00007930,2024-07-08,650400,Points,settled
P00008768,B00007931,2024-11-28,331731,Bank Transfer,settled
P00008769,B00007932,2024-04-18,457600,Credit Card,settled
P00008770,B00007932,2024-05-03,-457600,Credit Card,refunded
P00008771,B00007933,2025-08-01,47000,Credit Card,settled
P00008772,B00007934,2025-03-05,603200,Bank Transfer,settled
P00008773,B00007935,2024-03-25,1203200,Debit Card,settled
P00008774,B00007936,2025-03-10,430800,Credit Card,settled
P00008775,B00007937,2024-04-30,18000,Credit Card,settled
P00008776,B00007938,2025-05-29,172000,Debit Card,settled
P00008777,B00007939,2026-01-04,317000,Bank Transfer,settled
P00008778,B00007940,2025-04-15,274500,Points,settled
P00008779,B00007941,2025-01-21,151115,Points,settled
P00008780,B00007942,2025-07-19,30600,Credit Card,settled
P00008781,B00007943,2024-11-13,39200,Debit Card,settled
P00008782,B00007944,2026-03-07,643500,Credit Card,settled
P00008783,B00007945,2025-06-16,34600,Points,settled
P00008784,B00007946,2024-09-01,21200,Credit Card,settled
P00008785,B00007946,2024-09-05,-21200,Points,refunded
P00008786,B00007948,2025-03-05,955289,Points,settled
P00008787,B00007949,2024-12-06,48304,Debit Card,settled
P00008788,B00007949,2024-12-05,34496,Points,pending
P00008789,B00007950,2024-09-01,128100,Points,settled
P00008790,B00007951,2024-12-12,738100,Points,settled
P00008791,B00007952,2025-03-30,204600,Bank Transfer,settled
P00008792,B00007953,2025-06-11,326000,Points,settled
P00008793,B00007954,2024-11-28,79800,Credit Card,settled
P00008794,B00007955,2024-07-29,292600,Credit Card,settled
P00008795,B00007956,2024-08-31,122800,Credit Card,settled
P00008796,B00007957,2024-10-02,35200,Debit Card,settled
P00008797,B00007959,2025-01-09,149200,Bank Transfer,settled
P00008798,B00007960,2025-06-01,1296000,Bank Transfer,settled
P00008799,B00007960,2025-07-16,-1296000,Bank Transfer,refunded
P00008800,B00007961,2025-01-30,121500,Points,settled
P00008801,B00007962,2024-10-21,424800,Credit Card,settled
P00008802,B00007963,2024-06-24,136800,Bank Transfer,settled
P00008803,B00007964,2024-12-14,213400,Credit Card,settled
P00008804,B00007965,2024-04-27,63064,Credit Card,settled
P00008805,B00007965,2024-03-23,68936,Debit Card,pending
P00008806,B00007966,2025-07-22,208800,Bank Transfer,settled
P00008807,B00007967,2024-09-19,427200,Bank Transfer,settled
P00008808,B00007968,2024-06-06,462000,Points,settled
P00008809,B00007969,2024-10-18,259200,Bank Transfer,settled
P00008810,B00007970,2024-11-01,14700,Debit Card,settled
P00008811,B00007971,2025-02-17,97550,Debit Card,settled
P00008812,B00007971,2025-01-16,76450,Debit Card,pending
P00008813,B00007972,2024-08-23,118800,Bank Transfer,settled
P00008814,B00007973,2026-01-02,99500,Debit Card,settled
P00008815,B00007974,2025-06-16,102200,Credit Card,settled
P00008816,B00007975,2025-12-16,364100,Bank Transfer,settled
P00008817,B00007975,2026-01-19,-364100,Credit Card,refunded
P00008818,B00007976,2025-03-08,75000,Debit Card,settled
P00008819,B00007977,2025-02-16,362000,Bank Transfer,settled
P00008820,B00007978,2025-03-17,169200,Points,settled
P00008821,B00007979,2025-12-01,209700,Points,settled
P00008822,B00007980,2024-11-08,156037,Credit Card,settled
P00008823,B00007981,2025-12-18,263600,Points,settled
P00008824,B00007981,2025-12-16,-263600,Credit Card,refunded
P00008825,B00007982,2025-03-20,154400,Bank Transfer,settled
P00008826,B00007983,2024-10-04,213300,Debit Card,settled
P00008827,B00007984,2025-06-06,39000,Points,settled
P00008828,B00007985,2024-06-21,234300,Bank Transfer,settled
P00008829,B00007986,2025-05-15,68400,Credit Card,settled
P00008830,B00007986,2025-06-05,-68400,Bank Transfer,refunded
P00008831,B00007987,2024-12-09,554285,Bank Transfer,settled
P00008832,B00007988,2025-09-03,100052,Points,settled
P00008833,B00007988,2025-08-27,60148,Credit Card,pending
P00008834,B00007989,2025-04-05,38200,Credit Card,settled
P00008835,B00007989,2025-04-30,-6912,Credit Card,refunded
P00008836,B00007990,2025-11-14,74800,Credit Card,settled
P00008837,B00007991,2025-09-18,134000,Bank Transfer,settled
P00008838,B00007992,2025-01-07,215800,Credit Card,settled
P00008839,B00007993,2025-01-10,617400,Debit Card,settled
P00008840,B00007994,2025-02-13,217500,Points,settled
P00008841,B00007995,2024-03-24,90000,Bank Transfer,settled
P00008842,B00007996,2024-06-23,77500,Credit Card,settled
P00008843,B00007997,2024-04-24,385200,Bank Transfer,settled
P00008844,B00007998,2024-08-09,184000,Bank Transfer,settled
P00008845,B00007999,2024-12-23,249600,Bank Transfer,settled
P00008846,B00008000,2025-02-26,1324400,Points,settled
P00008847,B00008001,2025-01-27,288400,Credit Card,settled
P00008848,B00008002,2025-05-14,119400,Points,settled
P00008849,B00008002,2025-06-18,-119400,Debit Card,refunded
P00008850,B00008003,2024-11-05,204600,Points,settled
P00008851,B00008004,2024-06-01,265200,Credit Card,settled
P00008852,B00008005,2024-02-28,60900,Credit Card,settled
P00008853,B00008006,2024-09-24,514800,Points,settled
P00008854,B00008007,2024-12-25,85581,Debit Card,settled
P00008855,B00008007,2024-12-27,27819,Bank Transfer,pending
P00008856,B00008008,2025-12-06,59700,Credit Card,settled
P00008857,B00008008,2026-01-01,-59700,Credit Card,refunded
P00008858,B00008009,2024-10-15,146300,Points,settled
P00008859,B00008010,2025-11-01,468031,Credit Card,settled
P00008860,B00008010,2025-10-14,344469,Bank Transfer,pending
P00008861,B00008011,2024-01-25,164400,Credit Card,settled
P00008862,B00008012,2025-08-07,230400,Bank Transfer,settled
P00008863,B00008012,2025-09-12,-40155,Credit Card,refunded
P00008864,B00008013,2024-07-07,138400,Credit Card,settled
P00008865,B00008014,2025-12-01,237600,Debit Card,settled
P00008866,B00008015,2024-04-25,110600,Credit Card,settled
P00008867,B00008016,2025-10-28,304200,Points,settled
P00008868,B00008017,2026-01-24,274200,Points,settled
P00008869,B00008019,2025-10-28,80800,Bank Transfer,settled
P00008870,B00008020,2026-04-08,452400,Debit Card,settled
P00008871,B00008021,2026-03-01,152339,Credit Card,settled
P00008872,B00008021,2026-02-20,85261,Debit Card,pending
P00008873,B00008022,2024-02-18,134164,Debit Card,settled
P00008874,B00008022,2024-02-21,72636,Bank Transfer,pending
P00008875,B00008023,2024-03-07,123200,Credit Card,settled
P00008876,B00008024,2025-12-07,34400,Debit Card,settled
P00008877,B00008026,2024-12-11,329000,Points,settled
P00008878,B00008027,2025-07-19,16901,Debit Card,settled
P00008879,B00008027,2025-07-16,14499,Bank Transfer,pending
P00008880,B00008028,2025-06-13,429000,Credit Card,settled
P00008881,B00008029,2025-06-14,229600,Debit Card,settled
P00008882,B00008030,2025-01-24,153000,Points,settled
P00008883,B00008031,2025-09-06,401400,Debit Card,settled
P00008884,B00008032,2024-04-25,43600,Points,settled
P00008885,B00008033,2025-02-18,218400,Bank Transfer,settled
P00008886,B00008034,2026-03-31,158900,Points,settled
P00008887,B00008035,2025-02-08,162900,Points,settled
P00008888,B00008036,2025-06-30,262600,Debit Card,settled
P00008889,B00008037,2024-06-01,77400,Debit Card,settled
P00008890,B00008038,2026-02-26,126000,Points,settled
P00008891,B00008039,2025-10-06,1199000,Points,settled
P00008892,B00008039,2025-11-19,-234996,Points,refunded
P00008893,B00008040,2024-08-01,755516,Credit Card,settled
P00008894,B00008040,2024-08-05,771484,Credit Card,pending
P00008895,B00008041,2025-12-08,489323,Points,settled
P00008896,B00008042,2024-03-28,456400,Credit Card,settled
P00008897,B00008043,2025-06-23,188000,Debit Card,settled
P00008898,B00008044,2025-06-23,232200,Points,settled
P00008899,B00008045,2024-09-08,117000,Bank Transfer,settled
P00008900,B00008046,2025-03-08,252000,Credit Card,settled
P00008901,B00008046,2025-04-23,-252000,Credit Card,refunded
P00008902,B00008047,2025-09-30,114100,Credit Card,settled
P00008903,B00008048,2025-06-04,116400,Debit Card,settled
P00008904,B00008049,2025-08-27,841200,Bank Transfer,settled
P00008905,B00008050,2025-09-03,67000,Bank Transfer,settled
P00008906,B00008050,2025-10-08,-67000,Bank Transfer,refunded
P00008907,B00008051,2025-11-15,122400,Debit Card,settled
P00008908,B00008052,2026-02-05,68800,Debit Card,settled
P00008909,B00008053,2024-06-10,40000,Debit Card,settled
P00008910,B00008054,2025-01-26,18100,Points,settled
P00008911,B00008055,2025-04-14,87000,Credit Card,settled
P00008912,B00008056,2025-07-01,158400,Debit Card,settled
P00008913,B00008057,2025-10-09,362400,Debit Card,settled
P00008914,B00008057,2025-10-26,-362400,Debit Card,refunded
P00008915,B00008058,2024-07-19,147600,Bank Transfer,settled
P00008916,B00008059,2024-04-27,171000,Bank Transfer,settled
P00008917,B00008060,2024-08-15,31600,Credit Card,settled
P00008918,B00008061,2024-06-09,221200,Bank Transfer,settled
P00008919,B00008062,2024-08-02,184000,Debit Card,settled
P00008920,B00008063,2025-04-18,392100,Credit Card,settled
P00008921,B00008064,2024-12-30,112800,Points,settled
P00008922,B00008065,2025-11-11,237000,Points,settled
P00008923,B00008065,2025-12-26,-59129,Debit Card,refunded
P00008924,B00008066,2025-07-25,109900,Debit Card,settled
P00008925,B00008067,2024-05-22,38400,Points,settled
P00008926,B00008068,2026-03-05,273600,Credit Card,settled
P00008927,B00008069,2025-08-27,245000,Debit Card,settled
P00008928,B00008070,2025-10-04,764000,Debit Card,settled
P00008929,B00008071,2025-01-22,978900,Debit Card,settled
P00008930,B00008072,2025-08-24,112500,Debit Card,settled
P00008931,B00008073,2024-11-10,130146,Debit Card,settled
P00008932,B00008073,2024-11-11,42654,Points,pending
P00008933,B00008074,2025-08-28,51000,Bank Transfer,settled
P00008934,B00008074,2025-09-23,-51000,Bank Transfer,refunded
P00008935,B00008075,2025-02-03,216000,Debit Card,settled
P00008936,B00008076,2024-11-12,41400,Points,settled
P00008937,B00008077,2024-12-12,20100,Credit Card,settled
P00008938,B00008078,2024-12-19,92400,Bank Transfer,settled
P00008939,B00008079,2026-01-06,59100,Points,settled
P00008940,B00008080,2026-01-15,192600,Debit Card,settled
P00008941,B00008081,2024-03-04,133000,Credit Card,settled
P00008942,B00008082,2025-05-01,245300,Debit Card,settled
P00008943,B00008083,2025-09-18,53600,Credit Card,settled
P00008944,B00008084,2024-07-03,864559,Credit Card,settled
P00008945,B00008085,2024-04-26,273000,Points,settled
P00008946,B00008086,2024-12-16,612000,Credit Card,settled
P00008947,B00008087,2025-01-25,37000,Points,settled
P00008948,B00008088,2024-08-22,172000,Credit Card,settled
P00008949,B00008089,2025-07-06,94800,Credit Card,settled
P00008950,B00008089,2025-07-21,-17825,Points,refunded
P00008951,B00008090,2025-06-19,172000,Debit Card,settled
P00008952,B00008091,2025-12-20,572800,Bank Transfer,settled
P00008953,B00008092,2025-11-23,52400,Credit Card,settled
P00008954,B00008093,2025-05-19,237200,Points,settled
P00008955,B00008094,2024-10-21,523600,Credit Card,settled
P00008956,B00008095,2024-01-29,273000,Credit Card,settled
P00008957,B00008096,2025-05-22,80000,Bank Transfer,settled
P00008958,B00008097,2024-07-15,193200,Points,settled
P00008959,B00008098,2026-01-03,109900,Bank Transfer,settled
P00008960,B00008099,2024-08-12,270000,Bank Transfer,settled
P00008961,B00008100,2024-02-16,73600,Debit Card,settled
P00008962,B00008101,2024-10-03,103281,Points,settled
P00008963,B00008102,2025-05-02,81600,Bank Transfer,settled
P00008964,B00008103,2024-07-09,17000,Credit Card,settled
P00008965,B00008104,2025-11-15,98400,Bank Transfer,settled
P00008966,B00008105,2025-03-25,74400,Bank Transfer,settled
P00008967,B00008106,2025-12-31,335400,Credit Card,settled
P00008968,B00008107,2025-10-03,1153600,Credit Card,settled
P00008969,B00008108,2024-02-18,240000,Bank Transfer,settled
P00008970,B00008109,2026-02-01,106200,Points,settled
P00008971,B00008110,2025-05-30,38600,Debit Card,settled
P00008972,B00008111,2024-10-21,257641,Credit Card,settled
P00008973,B00008111,2024-10-20,377759,Bank Transfer,pending
P00008974,B00008112,2024-05-28,105500,Credit Card,settled
P00008975,B00008113,2024-02-16,282100,Bank Transfer,settled
P00008976,B00008114,2024-05-27,257400,Debit Card,settled
P00008977,B00008115,2025-02-02,281400,Points,settled
P00008978,B00008115,2025-03-21,-50233,Points,refunded
P00008979,B00008116,2024-04-21,608300,Bank Transfer,settled
P00008980,B00008118,2025-12-01,115800,Credit Card,settled
P00008981,B00008119,2024-06-09,159200,Debit Card,settled
P00008982,B00008120,2024-10-31,52800,Bank Transfer,settled
P00008983,B00008121,2025-11-23,34600,Credit Card,settled
P00008984,B00008123,2025-05-09,252000,Credit Card,settled
P00008985,B00008124,2024-07-23,89400,Credit Card,settled
P00008986,B00008125,2026-03-29,302400,Bank Transfer,settled
P00008987,B00008126,2024-05-28,157800,Points,settled
