booking_id,guest_id,resort_id,agent_id,booking_date,checkin_date,checkout_date,room_type,nights,nightly_rate_cents,booked_amount_cents,channel,status
B00007801,G000490,R0025,A0054,2024-02-18,2024-04-06,2024-04-19,Villa,13,51000,663000,Corporate,cancelled
B00007802,G001706,R0003,A0036,2025-12-04,2026-02-13,2026-02-17,Ocean Suite,4,46500,186000,OTA,completed
B00007803,G001371,R0003,A0006,2025-10-14,2025-12-31,2026-01-06,Standard Double,6,13900,83400,OTA,completed
B00007804,G001441,R0025,A0012,2025-08-05,2025-12-03,2025-12-12,Standard King,9,17800,160200,OTA,completed
B00007805,G000949,R0012,A0019,2025-07-07,2025-07-14,2025-07-26,Standard King,12,23900,286800,OTA,completed
B00007806,G001979,R0002,A0054,2025-06-07,2025-07-07,2025-07-18,Standard King,11,17400,191400,OTA,completed
B00007807,G002826,R0011,A0022,2025-07-26,2025-10-31,2025-11-12,Standard King,12,18500,222000,Travel Agent,completed
B00007808,G000247,R0018,A0012,2024-05-09,2024-08-03,2024-08-17,Ocean Suite,14,43300,606200,Direct,completed
B00007809,G000719,R0035,A0016,2025-12-30,2026-03-28,2026-04-08,Standard King,11,23700,260700,Direct,completed
B00007810,G000765,R0030,A0024,2025-12-11,2026-04-08,2026-04-16,Standard Double,8,18300,146400,Loyalty,completed
B00007811,G002155,R0022,A0060,2025-08-27,2025-12-18,2025-12-25,Standard Double,7,17200,120400,Direct,completed
B00007812,G000644,R0003,A0033,2024-04-11,2024-05-08,2024-05-19,Standard King,11,16000,176000,Corporate,completed
B00007813,G002067,R0001,A0030,2024-10-21,2024-12-13,2024-12-20,Ocean Suite,7,40800,285600,OTA,completed
B00007814,G000857,R0011,A0032,2025-07-14,2025-09-24,2025-09-27,Ocean Suite,3,47000,141000,Travel Agent,completed
B00007815,G000314,R0029,A0015,2025-10-07,2026-01-23,2026-01-31,Villa,8,51200,409600,OTA,completed
B00007816,G001195,R0021,A0035,2025-01-10,2025-04-05,2025-04-08,Standard King,3,16700,50100,Corporate,completed
B00007817,G002845,R0006,A0041,2025-05-24,2025-06-29,2025-07-12,Standard Double,13,19900,258700,OTA,confirmed
B00007818,G001187,R0004,A0047,2025-10-28,2025-12-13,2025-12-20,Standard Double,7,13500,94500,Direct,cancelled
B00007819,G000282,R0031,A0016,2025-09-18,2025-12-08,2025-12-15,Ocean Suite,7,43400,303800,OTA,completed
B00007820,G002073,R0023,A0003,2024-05-18,2024-08-12,2024-08-16,Presidential,4,144700,578800,Loyalty,completed
B00007821,G001412,R0013,A0011,2025-03-20,2025-07-06,2025-07-12,Standard Double,6,19000,114000,OTA,confirmed
B00007822,G000017,R0003,A0038,2024-03-17,2024-06-16,2024-06-26,Presidential,10,106400,1064000,Corporate,confirmed
B00007823,G000376,R0027,A0040,2025-01-07,2025-02-20,2025-02-25,Ocean Suite,5,43300,216500,Direct,completed
B00007824,G000996,R0005,A0038,2024-09-09,2024-09-21,2024-10-02,Standard King,11,17300,190300,Corporate,completed
B00007825,G000379,R0013,A0033,2024-07-01,2024-10-19,2024-10-28,Ocean Suite,9,39200,352800,Loyalty,confirmed
B00007826,G002460,R0020,A0036,2025-06-12,2025-07-26,2025-08-09,Ocean Suite,14,35900,502600,Corporate,confirmed
B00007827,G002064,R0016,A0036,2024-03-02,2024-05-26,2024-06-08,Standard King,13,18000,234000,Direct,completed
B00007828,G002944,R0029,A0055,2024-12-23,2025-02-08,2025-02-21,Ocean Suite,13,35200,457600,Corporate,confirmed
B00007829,G000097,R0037,A0060,2025-08-21,2025-08-23,2025-09-06,Standard Double,14,17000,238000,Travel Agent,completed
B00007830,G001425,R0024,A0044,2024-03-12,2024-05-30,2024-06-07,Villa,8,54300,434400,OTA,completed
B00007831,G002015,R0002,A0003,2025-06-29,2025-10-18,2025-10-20,Ocean Suite,2,36100,72200,Direct,completed
B00007832,G002976,R0025,A0042,2025-06-27,2025-09-19,2025-09-25,Standard King,6,23300,139800,OTA,cancelled
B00007833,G000301,R0007,A0036,2025-09-06,2025-12-15,2025-12-24,Standard Double,9,19800,178200,Direct,completed
B00007834,G001599,R0014,A0036,2025-10-19,2025-11-19,2025-12-03,Standard Double,14,15000,210000,Travel Agent,completed
B00007835,G002173,R0026,A0002,2025-09-30,2025-10-03,2025-10-10,Ocean Suite,7,38000,266000,Corporate,confirmed
B00007836,G000898,R0006,A0049,2024-05-07,2024-09-01,2024-09-13,Presidential,12,121900,1462800,Corporate,completed
B00007837,G000016,R0023,A0059,2024-09-21,2024-12-19,2024-12-29,Standard King,10,19000,190000,Direct,completed
B00007838,G001682,R0016,A0055,2024-12-19,2025-03-02,2025-03-11,Villa,9,72800,655200,OTA,completed
B00007839,G002372,R0030,A0053,2024-08-02,2024-09-20,2024-09-24,Standard King,4,22200,88800,OTA,completed
B00007840,G002081,R0009,A0043,2024-06-20,2024-07-21,2024-07-30,Standard King,9,23100,207900,OTA,confirmed
B00007841,G002306,R0038,A0041,2024-11-10,2025-02-23,2025-02-28,Villa,5,52600,263000,Travel Agent,no_show
B00007842,G001487,R0040,A0026,2025-09-13,2025-09-24,2025-10-02,Villa,8,53400,427200,Direct,completed
B00007843,G000186,R0014,A0047,2025-01-28,2025-04-19,2025-04-26,Standard Double,7,15800,110600,Direct,cancelled
B00007844,G000105,R0020,A0014,2025-10-03,2025-12-09,2025-12-18,Standard King,9,22400,201600,Direct,cancelled
B00007845,G002476,R0028,A0053,2025-08-10,2025-10-14,2025-10-22,Standard Double,8,17600,140800,OTA,completed
B00007846,G002822,R0034,A0045,2025-12-12,2026-04-07,2026-04-09,Standard Double,2,20100,40200,OTA,confirmed
B00007847,G001559,R0006,A0020,2025-12-29,2026-01-11,2026-01-14,Ocean Suite,3,45500,136500,Direct,completed
B00007848,G000634,R0028,A0036,2024-04-22,2024-06-12,2024-06-23,Ocean Suite,11,33000,363000,Corporate,cancelled
B00007849,G002890,R0022,A0059,2025-11-08,2026-03-05,2026-03-10,Standard King,5,20500,102500,Direct,completed
B00007850,G000147,R0001,A0045,2025-02-17,2025-05-07,2025-05-09,Ocean Suite,2,34500,69000,Corporate,completed
B00007851,G001683,R0012,A0037,2025-07-01,2025-09-02,2025-09-10,Ocean Suite,8,39600,316800,OTA,cancelled
B00007852,G000793,R0019,A0017,2025-03-28,2025-07-23,2025-07-30,Standard Double,7,13800,96600,OTA,confirmed
B00007853,G001264,R0011,A0016,2025-09-25,2025-12-31,2026-01-03,Villa,3,75200,225600,Loyalty,confirmed
B00007854,G002703,R0036,A0044,2025-06-05,2025-09-01,2025-09-15,Standard King,14,17900,250600,Loyalty,completed
B00007855,G001756,R0036,A0030,2025-11-18,2025-12-25,2026-01-02,Standard King,8,17900,143200,OTA,cancelled
B00007856,G001380,R0039,A0034,2025-07-27,2025-10-30,2025-11-08,Ocean Suite,9,37400,336600,Direct,cancelled
B00007857,G002579,R0039,A0045,2024-06-24,2024-07-20,2024-07-24,Standard Double,4,19500,78000,Loyalty,completed
B00007858,G000129,R0008,A0014,2024-04-16,2024-06-06,2024-06-14,Standard King,8,15700,125600,OTA,confirmed
B00007859,G001322,R0013,A0028,2024-04-07,2024-07-12,2024-07-26,Standard King,14,19100,267400,Direct,confirmed
B00007860,G000836,R0001,A0014,2025-03-20,2025-06-01,2025-06-04,Villa,3,71200,213600,Direct,cancelled
B00007861,G002734,R0010,A0035,2025-01-26,2025-03-14,2025-03-27,Standard King,13,21100,274300,OTA,completed
B00007862,G001491,R0011,A0024,2024-07-27,2024-09-17,2024-09-20,Villa,3,72000,216000,Direct,completed
B00007863,G002974,R0001,A0021,2025-06-26,2025-09-16,2025-09-27,Ocean Suite,11,32500,357500,Direct,completed
B00007864,G002575,R0034,A0047,2025-09-01,2025-09-18,2025-10-01,Standard Double,13,17500,227500,Direct,completed
B00007865,G002858,R0004,A0041,2024-09-27,2024-10-08,2024-10-11,Ocean Suite,3,35600,106800,OTA,confirmed
B00007866,G002383,R0007,A0020,2025-01-16,2025-02-01,2025-02-15,Standard King,14,24200,338800,Corporate,confirmed
B00007867,G002660,R0037,A0044,2024-04-23,2024-07-07,2024-07-21,Standard Double,14,14000,196000,OTA,completed
B00007868,G000182,R0021,A0048,2025-11-04,2026-03-03,2026-03-13,Standard King,10,22400,224000,OTA,completed
B00007869,G002026,R0032,A0004,2025-11-06,2025-11-25,2025-12-03,Standard King,8,20700,165600,Travel Agent,completed
B00007870,G000259,R0005,A0028,2024-01-10,2024-04-29,2024-05-06,Standard King,7,19100,133700,OTA,completed
B00007871,G002681,R0025,A0037,2024-10-07,2024-10-27,2024-11-08,Standard King,12,20100,241200,Direct,completed
B00007872,G000895,R0005,A0011,2025-10-12,2026-02-07,2026-02-20,Standard Double,13,20200,262600,Travel Agent,completed
B00007873,G002758,R0002,A0055,2025-06-14,2025-08-17,2025-08-20,Standard Double,3,19300,57900,Direct,completed
B00007874,G001958,R0019,A0045,2024-07-09,2024-09-24,2024-10-06,Standard Double,12,13800,165600,Direct,confirmed
B00007875,G000160,R0027,A0006,2025-12-23,2026-01-23,2026-01-26,Presidential,3,112800,338400,OTA,completed
B00007876,G000152,R0028,A0019,2025-02-05,2025-04-30,2025-05-02,Standard King,2,17500,35000,OTA,completed
B00007877,G001365,R0022,A0032,2024-05-25,2024-09-06,2024-09-18,Standard Double,12,15200,182400,OTA,completed
B00007878,G000034,R0035,A0007,2025-05-11,2025-06-09,2025-06-13,Standard Double,4,14100,56400,Direct,completed
B00007879,G000487,R0011,A0031,2025-07-11,2025-07-27,2025-08-10,Standard King,14,15800,221200,Loyalty,completed
B00007880,G001522,R0031,A0040,2025-10-16,2026-01-19,2026-01-31,Standard King,12,19100,229200,OTA,no_show
B00007881,G002615,R0039,A0031,2025-02-16,2025-04-18,2025-04-24,Ocean Suite,6,42200,253200,OTA,cancelled
B00007882,G001581,R0001,A0013,2024-08-06,2024-11-05,2024-11-11,Standard King,6,16900,101400,Direct,completed
B00007883,G000228,R0031,A0042,2025-10-25,2026-02-10,2026-02-23,Presidential,13,136400,1773200,OTA,cancelled
B00007884,G002348,R0028,A0029,2024-01-10,2024-03-19,2024-03-22,Standard King,3,16900,50700,Direct,completed
B00007885,G000182,R0029,A0027,2024-06-20,2024-08-30,2024-08-31,Ocean Suite,1,33200,33200,Travel Agent,no_show
B00007886,G001867,R0005,A0032,2025-07-09,2025-07-18,2025-07-26,Villa,8,74800,598400,Travel Agent,cancelled
B00007887,G002802,R0027,A0031,2025-09-19,2025-11-07,2025-11-15,Standard King,8,21900,175200,Direct,confirmed
B00007888,G002672,R0032,A0005,2024-02-10,2024-04-01,2024-04-02,Standard King,1,21000,21000,Travel Agent,cancelled
B00007889,G000548,R0032,A0015,2024-02-18,2024-06-17,2024-06-27,Standard Double,10,19400,194000,Travel Agent,completed
B00007890,G000663,R0006,A0052,2024-10-04,2025-01-03,2025-01-04,Standard King,1,19800,19800,OTA,completed
B00007891,G001427,R0025,A0059,2024-09-20,2025-01-06,2025-01-20,Ocean Suite,14,36900,516600,Loyalty,completed
B00007892,G001457,R0024,A0058,2024-07-05,2024-07-15,2024-07-20,Villa,5,73300,366500,OTA,no_show
B00007893,G000015,R0021,A0039,2024-02-13,2024-05-17,2024-05-25,Villa,8,52300,418400,Travel Agent,completed
B00007894,G000789,R0010,A0020,2025-06-05,2025-06-11,2025-06-12,Standard King,1,20900,20900,OTA,completed
B00007895,G001839,R0027,A0046,2024-02-06,2024-03-13,2024-03-17,Standard Double,4,13400,53600,Loyalty,cancelled
B00007896,G001650,R0028,A0032,2024-11-29,2025-02-02,2025-02-04,Ocean Suite,2,37800,75600,OTA,completed
B00007897,G001864,R0034,A0052,2025-12-22,2026-03-11,2026-03-24,Standard King,13,18200,236600,Corporate,completed
B00007898,G002287,R0029,A0036,2025-04-04,2025-07-17,2025-07-22,Standard Double,5,16600,83000,Loyalty,completed
B00007899,G000414,R0005,A0044,2024-04-03,2024-05-18,2024-05-20,Standard Double,2,14800,29600,OTA,cancelled
B00007900,G002949,R0029,A0034,2025-03-20,2025-05-25,2025-06-08,Standard Double,14,14400,201600,OTA,completed
B00007901,G002412,R0013,A0001,2024-07-11,2024-09-03,2024-09-11,Standard Double,8,16000,128000,Corporate,completed
B00007902,G002728,R0036,A0042,2025-10-17,2025-11-14,2025-11-19,Standard Double,5,19200,96000,Direct,completed
B00007903,G000068,R0011,A0042,2025-09-27,2025-11-18,2025-12-02,Standard Double,14,19600,274400,OTA,completed
B00007904,G000322,R0018,A0006,2025-12-06,2025-12-25,2025-12-29,Standard Double,4,14600,58400,Loyalty,completed
B00007905,G001077,R0027,A0010,2025-12-03,2026-03-06,2026-03-10,Ocean Suite,4,34000,136000,Travel Agent,completed
B00007906,G001505,R0026,A0059,2025-11-22,2025-12-04,2025-12-09,Standard Double,5,20000,100000,Direct,completed
B00007907,G002144,R0037,A0023,2025-01-13,2025-02-23,2025-03-06,Standard Double,11,17000,187000,Direct,confirmed
B00007908,G001367,R0027,A0017,2024-06-29,2024-08-04,2024-08-05,Ocean Suite,1,35600,35600,OTA,completed
B00007909,G000114,R0009,A0030,2025-04-20,2025-07-09,2025-07-15,Standard King,6,18100,108600,Travel Agent,completed
B00007910,G000050,R0016,A0034,2025-04-10,2025-08-07,2025-08-15,Standard King,8,20200,161600,Travel Agent,completed
B00007911,G000460,R0003,A0052,2025-06-15,2025-08-26,2025-09-02,Ocean Suite,7,38300,268100,Direct,completed
B00007912,G001013,R0033,A0039,2024-12-23,2024-12-31,2025-01-10,Ocean Suite,10,45700,457000,Travel Agent,confirmed
B00007913,G001895,R0018,A0029,2025-02-25,2025-05-18,2025-05-25,Standard Double,7,14900,104300,Corporate,confirmed
B00007914,G000766,R0009,A0046,2024-03-25,2024-04-27,2024-05-02,Standard King,5,23300,116500,Direct,completed
B00007915,G001251,R0012,A0023,2025-04-18,2025-07-09,2025-07-11,Presidential,2,110700,221400,Corporate,completed
B00007916,G000725,R0023,A0045,2025-09-11,2025-09-30,2025-10-05,Standard Double,5,17100,85500,Loyalty,completed
B00007917,G001365,R0019,A0007,2024-03-08,2024-05-05,2024-05-06,Villa,1,51500,51500,Travel Agent,completed
B00007918,G001262,R0033,A0049,2024-11-11,2024-11-20,2024-12-03,Standard King,13,23400,304200,Travel Agent,completed
B00007919,G001187,R0028,A0022,2025-06-20,2025-08-19,2025-08-28,Standard Double,9,14700,132300,OTA,cancelled
B00007920,G002999,R0030,A0002,2025-01-14,2025-03-05,2025-03-08,Standard King,3,24200,72600,OTA,completed
B00007921,G002416,R0030,A0035,2024-01-11,2024-03-03,2024-03-10,Ocean Suite,7,32700,228900,Corporate,cancelled
B00007922,G002323,R0028,A0025,2024-08-17,2024-09-25,2024-09-27,Standard Double,2,18800,37600,Travel Agent,completed
B00007923,G002815,R0040,A0036,2025-02-26,2025-05-28,2025-05-31,Villa,3,64900,194700,OTA,completed
B00007924,G001886,R0020,A0021,2024-09-09,2024-11-10,2024-11-15,Standard King,5,22800,114000,OTA,completed
B00007925,G000459,R0001,A0055,2024-02-26,2024-02-28,2024-03-07,Ocean Suite,8,37000,296000,Direct,completed
B00007926,G000299,R0031,A0005,2024-08-22,2024-09-20,2024-10-01,Standard King,11,15800,173800,Direct,completed
B00007927,G001633,R0015,A0010,2025-02-24,2025-03-15,2025-03-16,Standard Double,1,15400,15400,Direct,cancelled
B00007928,G000579,R0040,A0032,2025-06-08,2025-06-16,2025-06-23,Ocean Suite,7,35900,251300,Travel Agent,completed
B00007929,G001439,R0009,A0035,2025-11-13,2025-12-31,2026-01-13,Ocean Suite,13,30700,399100,OTA,completed
B00007930,G001098,R0003,A0051,2024-06-03,2024-07-21,2024-08-02,Villa,12,54200,650400,Travel Agent,completed
B00007931,G001873,R0022,A0016,2024-10-16,2024-12-28,2025-01-03,Villa,6,54700,328200,Direct,confirmed
B00007932,G002661,R0001,A0032,2024-03-29,2024-04-13,2024-04-21,Villa,8,57200,457600,Direct,cancelled
B00007933,G000594,R0019,A0031,2025-07-15,2025-08-18,2025-08-20,Standard King,2,23500,47000,Loyalty,completed
B00007934,G000860,R0037,A0036,2025-02-15,2025-03-12,2025-03-20,Villa,8,75400,603200,Corporate,completed
B00007935,G002350,R0027,A0002,2024-03-11,2024-03-22,2024-03-30,Presidential,8,150400,1203200,Travel Agent,completed
B00007936,G000387,R0036,A0029,2024-12-24,2025-03-12,2025-03-24,Ocean Suite,12,35900,430800,OTA,completed
B00007937,G002250,R0032,A0034,2024-04-17,2024-04-29,2024-04-30,Standard Double,1,18000,18000,Direct,completed
B00007938,G002507,R0005,A0053,2025-04-04,2025-06-13,2025-06-21,Standard King,8,21500,172000,Travel Agent,completed
B00007939,G000452,R0028,A0006,2025-11-25,2026-01-28,2026-02-07,Ocean Suite,10,31700,317000,Travel Agent,completed
B00007940,G002126,R0031,A0007,2025-04-15,2025-05-01,2025-05-10,Ocean Suite,9,30500,274500,OTA,confirmed
B00007941,G001233,R0032,A0021,2024-11-17,2025-02-01,2025-02-08,Standard King,7,21300,149100,Direct,completed
B00007942,G002833,R0020,A0034,2025-06-27,2025-08-08,2025-08-10,Standard Double,2,15300,30600,Direct,completed
B00007943,G002504,R0040,A0026,2024-07-26,2024-11-17,2024-11-19,Standard King,2,19600,39200,Direct,completed
B00007944,G001970,R0014,A0017,2025-12-24,2026-03-08,2026-03-19,Villa,11,58500,643500,Travel Agent,completed
B00007945,G000828,R0007,A0045,2025-05-26,2025-07-16,2025-07-18,Standard King,2,17300,34600,Direct,completed
B00007946,G000003,R0038,A0030,2024-04-29,2024-08-27,2024-08-28,Standard King,1,21200,21200,Loyalty,cancelled
B00007947,G000325,R0005,A0001,2025-07-13,2025-07-20,2025-07-22,Standard Double,2,15900,31800,Direct,cancelled
B00007948,G002378,R0006,A0045,2024-12-12,2025-03-11,2025-03-23,Villa,12,79300,951600,OTA,completed
B00007949,G002605,R0020,A0037,2024-12-07,2024-12-22,2024-12-26,Standard King,4,20700,82800,OTA,completed
B00007950,G000897,R0036,A0053,2024-06-17,2024-09-14,2024-09-21,Standard Double,7,18300,128100,Direct,confirmed
B00007951,G001594,R0005,A0002,2024-12-15,2024-12-17,2024-12-28,Villa,11,67100,738100,Direct,confirmed
B00007952,G001358,R0031,A0019,2025-03-05,2025-04-16,2025-04-27,Standard Double,11,18600,204600,OTA,completed
B00007953,G000892,R0017,A0036,2025-03-30,2025-07-06,2025-07-16,Ocean Suite,10,32600,326000,Direct,completed
B00007954,G000944,R0024,A0001,2024-08-15,2024-12-04,2024-12-10,Standard Double,6,13300,79800,Loyalty,completed
B00007955,G001562,R0019,A0053,2024-07-03,2024-07-27,2024-08-10,Standard King,14,20900,292600,Corporate,confirmed
B00007956,G001504,R0015,A0032,2024-05-30,2024-09-26,2024-09-30,Ocean Suite,4,30700,122800,Direct,completed
B00007957,G002866,R0025,A0052,2024-09-14,2024-10-10,2024-10-12,Standard Double,2,17600,35200,Loyalty,completed
B00007958,G000274,R0039,A0037,2024-04-26,2024-08-14,2024-08-25,Ocean Suite,11,41700,458700,Corporate,cancelled
B00007959,G002024,R0010,A0003,2024-09-30,2025-01-14,2025-01-18,Ocean Suite,4,37300,149200,Loyalty,completed
B00007960,G000882,R0023,A0026,2025-03-31,2025-06-30,2025-07-10,Presidential,10,129600,1296000,Corporate,cancelled
B00007961,G001671,R0040,A0047,2024-12-22,2025-02-11,2025-02-20,Standard Double,9,13500,121500,Travel Agent,no_show
B00007962,G000677,R0015,A0055,2024-08-12,2024-10-18,2024-10-27,Ocean Suite,9,47200,424800,OTA,completed
B00007963,G000880,R0009,A0005,2024-05-31,2024-07-17,2024-07-23,Standard King,6,22800,136800,Direct,no_show
B00007964,G001591,R0014,A0005,2024-10-24,2025-01-10,2025-01-21,Standard King,11,19400,213400,Direct,completed
B00007965,G001056,R0038,A0046,2024-03-11,2024-04-22,2024-04-30,Standard King,8,16500,132000,Direct,completed
B00007966,G000363,R0011,A0023,2025-06-18,2025-07-29,2025-08-07,Standard King,9,23200,208800,Corporate,completed
B00007967,G001113,R0030,A0034,2024-07-03,2024-10-10,2024-10-18,Villa,8,53400,427200,OTA,completed
B00007968,G000907,R0030,A0022,2024-06-20,2024-06-22,2024-07-03,Ocean Suite,11,42000,462000,Loyalty,completed
B00007969,G002695,R0004,A0008,2024-07-21,2024-10-22,2024-10-26,Villa,4,64800,259200,Travel Agent,completed
B00007970,G001405,R0004,A0046,2024-09-08,2024-11-21,2024-11-22,Standard Double,1,14700,14700,OTA,completed
B00007971,G001813,R0038,A0040,2025-01-03,2025-02-13,2025-02-23,Standard Double,10,17400,174000,Direct,confirmed
B00007972,G000079,R0011,A0003,2024-08-17,2024-08-28,2024-09-03,Standard King,6,19800,118800,Direct,confirmed
B00007973,G000324,R0008,A0014,2025-11-05,2026-01-14,2026-01-19,Standard Double,5,19900,99500,Direct,completed
B00007974,G000144,R0035,A0006,2025-05-27,2025-07-03,2025-07-10,Standard Double,7,14600,102200,Direct,completed
B00007975,G001566,R0026,A0023,2025-11-26,2025-12-30,2026-01-10,Ocean Suite,11,33100,364100,OTA,cancelled
B00007976,G000852,R0039,A0006,2024-12-12,2025-03-23,2025-03-28,Standard Double,5,15000,75000,Direct,completed
B00007977,G000824,R0036,A0037,2024-12-28,2025-03-11,2025-03-21,Ocean Suite,10,36200,362000,Direct,completed
B00007978,G001623,R0010,A0055,2024-11-18,2025-03-17,2025-03-29,Standard Double,12,14100,169200,Direct,confirmed
B00007979,G001476,R0023,A0040,2025-12-02,2025-12-04,2025-12-13,Standard King,9,23300,209700,OTA,confirmed
B00007980,G001964,R0003,A0008,2024-11-09,2024-11-10,2024-11-20,Standard Double,10,15500,155000,Direct,completed
B00007981,G000108,R0017,A0013,2025-09-09,2025-12-13,2025-12-15,Presidential,2,131800,263600,Travel Agent,cancelled
B00007982,G002572,R0039,A0006,2025-03-12,2025-03-28,2025-04-05,Standard Double,8,19300,154400,OTA,completed
B00007983,G000766,R0028,A0037,2024-07-25,2024-10-18,2024-10-27,Standard King,9,23700,213300,OTA,completed
B00007984,G000231,R0019,A0046,2025-06-20,2025-06-23,2025-06-25,Standard Double,2,19500,39000,Corporate,completed
B00007985,G000899,R0034,A0008,2024-05-23,2024-07-21,2024-08-01,Standard King,11,21300,234300,Loyalty,completed
B00007986,G001258,R0015,A0031,2025-04-14,2025-05-29,2025-06-02,Standard King,4,17100,68400,OTA,cancelled
B00007987,G002445,R0024,A0016,2024-09-13,2025-01-01,2025-01-13,Ocean Suite,12,46000,552000,Corporate,completed
B00007988,G000881,R0021,A0027,2025-05-16,2025-09-12,2025-09-21,Standard King,9,17800,160200,OTA,completed
B00007989,G002216,R0038,A0037,2025-01-06,2025-04-14,2025-04-16,Standard King,2,19100,38200,Direct,completed
B00007990,G002624,R0004,A0006,2025-09-07,2025-12-06,2025-12-10,Standard King,4,18700,74800,OTA,completed
B00007991,G001565,R0009,A0015,2025-06-27,2025-09-17,2025-09-27,Standard Double,10,13400,134000,OTA,completed
B00007992,G002673,R0038,A0001,2025-01-26,2025-01-27,2025-02-09,Standard King,13,16600,215800,OTA,completed
B00007993,G001084,R0022,A0025,2025-01-23,2025-01-28,2025-02-11,Ocean Suite,14,44100,617400,Direct,completed
B00007994,G002061,R0011,A0012,2025-01-25,2025-02-27,2025-03-04,Ocean Suite,5,43500,217500,Direct,completed
B00007995,G002802,R0022,A0051,2024-01-25,2024-03-30,2024-04-04,Standard King,5,18000,90000,Loyalty,confirmed
B00007996,G000793,R0003,A0039,2024-05-13,2024-07-09,2024-07-14,Standard King,5,15500,77500,Direct,completed
B00007997,G001190,R0001,A0004,2024-02-20,2024-05-08,2024-05-17,Ocean Suite,9,42800,385200,Corporate,completed
B00007998,G001330,R0022,A0053,2024-07-26,2024-08-07,2024-08-17,Standard King,10,18400,184000,Travel Agent,completed
B00007999,G002966,R0020,A0017,2024-10-25,2025-01-05,2025-01-18,Standard Double,13,19200,249600,Direct,completed
B00008000,G002374,R0005,A0027,2025-03-23,2025-03-25,2025-04-05,Presidential,11,120400,1324400,Direct,confirmed
B00008001,G000615,R0022,A0012,2024-12-31,2025-02-26,2025-03-12,Standard King,14,20600,288400,Travel Agent,completed
B00008002,G002935,R0014,A0043,2025-04-22,2025-06-04,2025-06-07,Ocean Suite,3,39800,119400,Direct,cancelled
B00008003,G000648,R0028,A0050,2024-08-17,2024-11-20,2024-12-01,Standard Double,11,18600,204600,Direct,confirmed
B00008004,G001175,R0033,A0045,2024-04-12,2024-06-06,2024-06-19,Standard King,13,20400,265200,OTA,completed
B00008005,G000054,R0003,A0039,2024-03-09,2024-03-14,2024-03-17,Standard King,3,20300,60900,Loyalty,completed
B00008006,G002194,R0018,A0053,2024-08-06,2024-10-07,2024-10-18,Ocean Suite,11,46800,514800,OTA,completed
B00008007,G000901,R0006,A0029,2024-11-22,2025-01-13,2025-01-19,Standard Double,6,18900,113400,Direct,completed
B00008008,G000208,R0027,A0032,2025-08-27,2025-12-16,2025-12-19,Standard Double,3,19900,59700,OTA,cancelled
B00008009,G000665,R0039,A0032,2024-07-21,2024-11-13,2024-11-24,Standard Double,11,13300,146300,Direct,completed
B00008010,G001070,R0008,A0029,2025-09-07,2025-11-04,2025-11-17,Villa,13,62500,812500,Direct,confirmed
B00008011,G002932,R0011,A0010,2024-01-10,2024-02-05,2024-02-17,Standard Double,12,13700,164400,Direct,completed
B00008012,G001637,R0008,A0031,2025-08-01,2025-09-04,2025-09-10,Ocean Suite,6,38400,230400,Travel Agent,completed
B00008013,G002148,R0019,A0023,2024-04-08,2024-07-20,2024-07-28,Standard Double,8,17300,138400,Corporate,completed
B00008014,G000627,R0028,A0006,2025-12-03,2025-12-30,2026-01-10,Standard King,11,21600,237600,Direct,completed
B00008015,G000926,R0031,A0029,2024-04-20,2024-05-11,2024-05-18,Standard King,7,15800,110600,Loyalty,completed
B00008016,G001413,R0010,A0021,2025-10-04,2025-11-16,2025-11-29,Standard King,13,23400,304200,OTA,completed
B00008017,G001502,R0001,A0025,2025-10-18,2026-02-10,2026-02-16,Ocean Suite,6,45700,274200,Travel Agent,completed
B00008018,G000220,R0010,A0046,2024-06-11,2024-08-06,2024-08-08,Standard King,2,20300,40600,OTA,cancelled
B00008019,G002703,R0021,A0012,2025-07-13,2025-11-09,2025-11-13,Standard King,4,20200,80800,Corporate,confirmed
B00008020,G002038,R0013,A0051,2025-12-20,2026-04-14,2026-04-27,Ocean Suite,13,34800,452400,Loyalty,completed
B00008021,G001440,R0020,A0030,2025-12-21,2026-03-08,2026-03-19,Standard King,11,21600,237600,Direct,completed
B00008022,G002035,R0021,A0010,2024-02-29,2024-03-02,2024-03-13,Standard King,11,18800,206800,OTA,completed
B00008023,G002807,R0037,A0007,2024-03-20,2024-03-22,2024-03-29,Standard Double,7,17600,123200,Travel Agent,completed
B00008024,G000948,R0031,A0033,2025-12-14,2025-12-18,2025-12-20,Standard Double,2,17200,34400,OTA,confirmed
B00008025,G001472,R0023,A0045,2025-06-27,2025-10-06,2025-10-18,Standard King,12,19800,237600,OTA,cancelled
B00008026,G000074,R0036,A0030,2024-09-22,2024-12-13,2024-12-27,Standard King,14,23500,329000,Travel Agent,completed
B00008027,G001334,R0010,A0014,2025-06-02,2025-08-14,2025-08-16,Standard King,2,15700,31400,Direct,completed
B00008028,G002936,R0006,A0022,2025-04-20,2025-07-12,2025-07-25,Ocean Suite,13,33000,429000,Corporate,confirmed
B00008029,G001772,R0017,A0022,2025-05-03,2025-07-13,2025-07-27,Standard Double,14,16400,229600,Direct,completed
B00008030,G001692,R0012,A0029,2025-01-23,2025-02-20,2025-03-02,Standard Double,10,15300,153000,Travel Agent,completed
B00008031,G001843,R0037,A0019,2025-09-01,2025-09-07,2025-09-16,Ocean Suite,9,44600,401400,Loyalty,completed
